# Time[fs]	ED_cav=0.03[aJ]	ED_free=0.03[aJ]	ED_cav=0.06[aJ]	ED_free=0.06[aJ]	ED_cav=0.11[aJ]	ED_free=0.11[aJ]
634.0	1.97025234899E-8	5.13419954604E-8	1.41027810975E-5	8.04642563063E-5	0.518999169634	0.629053614505
636.0	2.03184202995E-8	5.13881981033E-8	1.42344990101E-5	8.0745691499E-5	0.520784776743	0.632042247568
638.0	2.10449366504E-8	5.16519354869E-8	1.43468950892E-5	8.12480156318E-5	0.521641644091	0.632334360586
640.0	2.17704455768E-8	5.19005529196E-8	1.44305543552E-5	8.21449257066E-5	0.5225690413	0.633697054569
642.0	2.27010559174E-8	5.19737161526E-8	1.45601088323E-5	8.27088642539E-5	0.523053104002	0.633507620751
644.0	2.34663882778E-8	5.2202685558E-8	1.46572613434E-5	8.26865350171E-5	0.523718806059	0.634523400982
646.0	2.42940720406E-8	5.23771412851E-8	1.4814280959E-5	8.30261076548E-5	0.524447368373	0.635601779096
648.0	2.53401132713E-8	5.23783963835E-8	1.50553067099E-5	8.30059421397E-5	0.524693205638	0.636161705211
650.0	2.62181559966E-8	5.23796505073E-8	1.52850762713E-5	8.30617065328E-5	0.525867629665	0.636801563236
652.0	2.69781106782E-8	5.23803280163E-8	1.54743847281E-5	8.30542115658E-5	0.528062596541	0.641035625938
654.0	2.77948676489E-8	5.2400639463E-8	1.5650493519E-5	8.31165936575E-5	0.532026214928	0.642823700531
656.0	2.86984756466E-8	5.24359034799E-8	1.59891502532E-5	8.34210597267E-5	0.533215927051	0.644099356877
658.0	3.0869104774E-8	5.24531881054E-8	1.63094344378E-5	8.38694303327E-5	0.534804358961	0.646124922324
660.0	3.39295304919E-8	5.24897344686E-8	1.660746994E-5	8.43319304392E-5	0.535996527447	0.64715242736
662.0	3.66485674965E-8	5.25243454042E-8	1.68901346212E-5	8.56723907093E-5	0.536724303054	0.648371211881
664.0	3.95258491346E-8	5.25244994472E-8	1.70906447604E-5	8.61268451802E-5	0.537927153424	0.649740132083
666.0	4.27540110617E-8	5.25261330715E-8	1.73994797014E-5	8.72774521983E-5	0.538007591272	0.650092373621
668.0	4.51468578648E-8	5.25309755598E-8	1.75199838813E-5	8.77008871776E-5	0.538483216574	0.650785135353
670.0	4.70096358357E-8	5.26726803823E-8	1.76965964499E-5	8.79974201805E-5	0.539483777668	0.650761350044
672.0	4.87281904435E-8	5.28111143938E-8	1.80316899146E-5	8.80075239991E-5	0.540712757517	0.651075799331
674.0	5.03932071056E-8	5.28121814828E-8	1.82631226394E-5	8.87441781687E-5	0.542149447657	0.651819956309
676.0	5.2007698471E-8	5.49972261563E-8	1.84047247895E-5	8.97972724102E-5	0.543399205296	0.652917024428
678.0	5.36712431374E-8	5.73093621795E-8	1.86283317895E-5	9.0131724907E-5	0.544919226356	0.653463970533
680.0	5.63236796025E-8	5.74834304141E-8	1.89324749415E-5	9.01235502707E-5	0.546096114079	0.654251316995
682.0	6.16046620139E-8	5.75214383304E-8	1.92308257418E-5	9.03628357614E-5	0.546966499477	0.655184328785
684.0	6.88840873764E-8	5.75478551228E-8	1.94166854077E-5	9.26111847161E-5	0.548083475426	0.656090380171
686.0	7.76220503965E-8	5.75766020189E-8	1.96196988901E-5	9.42591940023E-5	0.548460255341	0.657403239278
688.0	8.66108184296E-8	5.75816087322E-8	1.98036168429E-5	9.59430947669E-5	0.549317576896	0.660232946381
690.0	9.32049027627E-8	5.75839767333E-8	2.00135723894E-5	9.62285280194E-5	0.549833791436	0.661414931311
692.0	9.98354397808E-8	5.76081754756E-8	2.02855664009E-5	9.71768033456E-5	0.550750860464	0.663688310189
694.0	1.05147467054E-7	5.76350080481E-8	2.05418058623E-5	9.72200133202E-5	0.551457340178	0.666959187551
696.0	1.09866546598E-7	5.76399135728E-8	2.08086993908E-5	9.73773672874E-5	0.552223634179	0.668166142828
698.0	1.14632625407E-7	5.76417985227E-8	2.11073690286E-5	9.78858079454E-5	0.553906726733	0.6706566694
700.0	1.1931963904E-7	5.7650533276E-8	2.15304372007E-5	9.81840048712E-5	0.55547219383	0.672671609447
702.0	1.24165168796E-7	5.78086091816E-8	2.19543544823E-5	9.83461655804E-5	0.557290111132	0.675298615041
704.0	1.32609902535E-7	5.79616246893E-8	2.2276065627E-5	9.88967156599E-5	0.558605711635	0.675894045218
706.0	1.44118264941E-7	5.79667031402E-8	2.26614700541E-5	9.9500205899E-5	0.559546798115	0.677393731792
708.0	1.55652167909E-7	5.79706588693E-8	2.29539024994E-5	1.00046535401E-4	0.560354503678	0.677351073497
710.0	1.69018020782E-7	5.81940437202E-8	2.33065144219E-5	1.00114328395E-4	0.561535528526	0.678356800399
712.0	1.80690121093E-7	5.84672545119E-8	2.36812303325E-5	1.0031845446E-4	0.561793009716	0.67920812771
714.0	1.88149915129E-7	5.85374479064E-8	2.4027018851E-5	1.01340171592E-4	0.562806142175	0.679416982094
716.0	1.98021209365E-7	5.86979685211E-8	2.43302830304E-5	1.0136142921E-4	0.56429037642	0.680914574282
718.0	2.0513989886E-7	5.88685842125E-8	2.46226008541E-5	1.01765405176E-4	0.565495286846	0.681677344731
720.0	2.10587450255E-7	5.89253596913E-8	2.52425116274E-5	1.02393661488E-4	0.566865460541	0.682600719827
722.0	2.16411073639E-7	5.90971805497E-8	2.59937792544E-5	1.0256101362E-4	0.568317330436	0.683643374243
724.0	2.25789058634E-7	5.92391041581E-8	2.64502159767E-5	1.02587649319E-4	0.569480566041	0.684672961881
726.0	2.39433630504E-7	5.92657915424E-8	2.68832249153E-5	1.02915623524E-4	0.570653841664	0.685028032195
728.0	2.56210094761E-7	6.01491771228E-8	2.72313690553E-5	1.03667688946E-4	0.571081309422	0.685090241528
730.0	2.74747430992E-7	6.10037145912E-8	2.7548481605E-5	1.05053859467E-4	0.571549878827	0.685143055718
732.0	2.88360026854E-7	6.12309942038E-8	2.79532669147E-5	1.06218374685E-4	0.572014927336	0.685198817893
734.0	3.00354290224E-7	6.17372746041E-8	2.81882994948E-5	1.07921120741E-4	0.572412216894	0.685694745862
736.0	3.12337158578E-7	6.20174400158E-8	2.84929969884E-5	1.08730428094E-4	0.573224701505	0.68567912701
738.0	3.23728254822E-7	6.20181210129E-8	2.88031581942E-5	1.09454966172E-4	0.57444216958	0.686523727953
740.0	3.33194481173E-7	6.21101293068E-8	2.91224424435E-5	1.09733544073E-4	0.576928097467	0.686949187756
742.0	3.39400896594E-7	6.22690703607E-8	2.98501146301E-5	1.09862807504E-4	0.579389574499	0.687888091519
744.0	3.46580970194E-7	6.23860398931E-8	3.06848508525E-5	1.10034690252E-4	0.58105764297	0.688540287595
746.0	3.58714604572E-7	6.25250929781E-8	3.14226693492E-5	1.10308644343E-4	0.582723728989	0.689730276841
748.0	3.80218648656E-7	6.26319493178E-8	3.20099652495E-5	1.11011673779E-4	0.583670480795	0.690485196943
750.0	4.16179403656E-7	6.2654871301E-8	3.25361471877E-5	1.13144849578E-4	0.584429723897	0.690894760414
752.0	4.48610454951E-7	6.26616637999E-8	3.32565456962E-5	1.15157660571E-4	0.585014754503	0.691017421193
754.0	4.75426309057E-7	6.26755443689E-8	3.38604741956E-5	1.18103210713E-4	0.5854084682	0.691355704964
756.0	4.93600191445E-7	6.26882621997E-8	3.45008036933E-5	1.20065541265E-4	0.585701689464	0.691902309428
758.0	5.1112129119E-7	6.2693108859E-8	3.51785791637E-5	1.22561147672E-4	0.586170910597	0.692462949655
760.0	5.25532735005E-7	6.27009958284E-8	3.57108061014E-5	1.23485973852E-4	0.587536622179	0.692721210806
762.0	5.36354904741E-7	6.27040736027E-8	3.63706884232E-5	1.23714626255E-4	0.590454693042	0.69520499237
764.0	5.4783847093E-7	6.27083850497E-8	3.7333958988E-5	1.23959595322E-4	0.592371019092	0.695760277322
766.0	5.58677361745E-7	6.27136566161E-8	3.82034964566E-5	1.24318744622E-4	0.593725908107	0.696336779928
768.0	5.75246784403E-7	6.27152844205E-8	3.9583265458E-5	1.24759819384E-4	0.594858838834	0.697090955866
770.0	6.09269149774E-7	6.27172737945E-8	4.04621411955E-5	1.25528543793E-4	0.595776836837	0.697391421244
772.0	6.66125358149E-7	6.27187180043E-8	4.13965980199E-5	1.26504884391E-4	0.596646241194	0.698156286149
774.0	7.23825730848E-7	6.27205757519E-8	4.22086076971E-5	1.26575930522E-4	0.597432774614	0.698907313779
776.0	7.78505192747E-7	6.27225441519E-8	4.32102275007E-5	1.26866341439E-4	0.597643408729	0.698798182172
778.0	8.23338502721E-7	6.27248209094E-8	4.39250816412E-5	1.27309972859E-4	0.598019013579	0.698863802285
780.0	8.67869969558E-7	6.2728079698E-8	4.48329925948E-5	1.27904313968E-4	0.598757818616	0.699067308587
782.0	9.03982206921E-7	6.27300358636E-8	4.53230714177E-5	1.28003798033E-4	0.599858037246	0.699389895582
784.0	9.2460410584E-7	6.27309924309E-8	4.62099087134E-5	1.28209770717E-4	0.601067181118	0.700257589122
786.0	9.44145998119E-7	6.27325037977E-8	4.82284775042E-5	1.28743781592E-4	0.602499544948	0.701348393733
788.0	9.63856279072E-7	6.27444286253E-8	4.98007698705E-5	1.29383168171E-4	0.603507285144	0.701923750327
790.0	9.99948294746E-7	6.2755726343E-8	5.11945388822E-5	1.29888735251E-4	0.604588460398	0.702585423123
792.0	1.06295823037E-6	6.27773846519E-8	5.24750290377E-5	1.31092031838E-4	0.605386336339	0.703332866069
794.0	1.13661788645E-6	6.27989774534E-8	5.33641296812E-5	1.35512973503E-4	0.606304938056	0.703728253527
796.0	1.19945673916E-6	6.28187802207E-8	5.45755223122E-5	1.39001962028E-4	0.60683047539	0.704529923759
798.0	1.25143211063E-6	6.28526547873E-8	5.5512629075E-5	1.42844375234E-4	0.607685825811	0.704876201061
800.0	1.28778169675E-6	6.2867634712E-8	5.63552466184E-5	1.44287644871E-4	0.607924816592	0.705444377521
802.0	1.33547029731E-6	6.28680314071E-8	5.77492558022E-5	1.44587461298E-4	0.608460258384	0.705701894034
804.0	1.37670920838E-6	6.28684904989E-8	5.85314234937E-5	1.451078132E-4	0.609053936894	0.706785232786
806.0	1.40468326817E-6	6.28686283182E-8	6.02906539887E-5	1.45464754532E-4	0.609984882694	0.707318894389
808.0	1.42884750868E-6	6.28710615537E-8	6.47606022347E-5	1.46007834153E-4	0.611104158822	0.708248542151
810.0	1.44957919334E-6	6.28876997581E-8	6.7784906653E-5	1.46204105454E-4	0.612893786312	0.708756575995
812.0	1.48180553823E-6	6.29027980825E-8	7.02407348017E-5	1.46249164818E-4	0.614582848481	0.709943199888
814.0	1.54776378735E-6	6.32312092568E-8	7.24840057761E-5	1.47226837533E-4	0.615918795713	0.709956533301
816.0	1.6226958511E-6	6.35573835914E-8	7.38605894859E-5	1.51195745505E-4	0.616733446352	0.711073716352
818.0	1.71027994399E-6	6.35582613014E-8	7.59126636164E-5	1.52359146939E-4	0.617809660071	0.710896316309
820.0	1.75593844261E-6	6.35589517647E-8	7.72988604712E-5	1.53494228824E-4	0.618764669172	0.711164353462
822.0	1.80079853057E-6	6.35595677487E-8	7.90567117043E-5	1.53551621567E-4	0.61910357595	0.711430987405
824.0	1.84541152413E-6	6.42269867151E-8	8.07694716099E-5	1.53693626196E-4	0.619991761264	0.711517114352
826.0	1.88086409519E-6	6.48935971413E-8	8.2020613427E-5	1.53848335919E-4	0.621103470124	0.711613131812
828.0	1.90308930311E-6	6.49137676912E-8	8.35935535936E-5	1.53785404571E-4	0.622504992266	0.712232263923
830.0	1.9267037163E-6	6.50182423224E-8	8.83058485834E-5	1.53871262766E-4	0.62418770252	0.716054180951
832.0	1.9549013852E-6	6.51159665094E-8	9.32529217649E-5	1.53928993393E-4	0.625637038599	0.716850628369
834.0	1.98362317828E-6	6.51772365106E-8	9.71323093695E-5	1.54303692769E-4	0.626466659003	0.717435486668
836.0	2.03857531327E-6	6.52274429136E-8	1.01082391383E-4	1.55118469847E-4	0.627215136912	0.717480578722
838.0	2.11777569697E-6	6.70765109679E-8	1.04207572278E-4	1.56999225002E-4	0.627550826916	0.717551979152
840.0	2.19278376118E-6	6.89220360544E-8	1.06755844533E-4	1.57718586288E-4	0.628034289049	0.717786754204
842.0	2.27348191339E-6	6.90983346928E-8	1.10143715635E-4	1.57985668535E-4	0.628680336196	0.717799964619
844.0	2.32323150799E-6	6.92696204052E-8	1.13184698311E-4	1.58215766158E-4	0.629205435049	0.718080336424
846.0	2.38215022315E-6	6.9296622536E-8	1.1703287169E-4	1.58278695923E-4	0.630173327207	0.718061985937
848.0	2.4293207621E-6	6.93254095705E-8	1.20059012701E-4	1.58473473896E-4	0.631209057838	0.71834722829
850.0	2.46237625529E-6	6.93276320663E-8	1.26404343511E-4	1.58876580929E-4	0.632722320222	0.719230816182
852.0	2.48135565051E-6	6.94738217285E-8	1.45980234218E-4	1.59184650368E-4	0.634481260576	0.719544223618
854.0	2.50830042537E-6	6.96199500124E-8	1.57609263484E-4	1.59140378507E-4	0.635846088902	0.719913330535
856.0	2.54760243027E-6	6.97261720715E-8	1.67760674598E-4	1.59181715084E-4	0.636769923533	0.720302760773
858.0	2.60849192188E-6	6.98328554004E-8	1.7344290127E-4	1.59645418137E-4	0.63717942123	0.720730536208
860.0	2.69563099751E-6	6.98346913178E-8	1.80407212077E-4	1.60772544484E-4	0.637658340902	0.72088737068
862.0	2.78083365908E-6	6.98370146191E-8	1.84934201722E-4	1.61192492949E-4	0.638019707932	0.721241958657
864.0	2.8614468846E-6	6.9839258162E-8	1.908735191E-4	1.63547710413E-4	0.638484396113	0.721503850627
866.0	2.93594930414E-6	6.98402567009E-8	1.98994935269E-4	1.64428523591E-4	0.638710717327	0.72180851419
868.0	2.99010942433E-6	6.98415198943E-8	2.05060229545E-4	1.65061478523E-4	0.639338580151	0.722264094981
870.0	3.04663891144E-6	6.98430854013E-8	2.09019210272E-4	1.6570210665E-4	0.639972892712	0.722282952588
872.0	3.09128966996E-6	6.98439554402E-8	2.16767172567E-4	1.66436667398E-4	0.641028316692	0.722902239438
874.0	3.12943864079E-6	6.98448596833E-8	2.37363173634E-4	1.6719330988E-4	0.641880956501	0.723267224549
876.0	3.16243617307E-6	6.98464265641E-8	2.50275633537E-4	1.67637556108E-4	0.642622880749	0.723621998029
878.0	3.20712361122E-6	6.98512004845E-8	2.59066051469E-4	1.67875218781E-4	0.643333100167	0.723884977497
880.0	3.31705906631E-6	6.98569751247E-8	2.69629028104E-4	1.68095526275E-4	0.643899808396	0.724111264099
882.0	3.40233122838E-6	6.99994852633E-8	2.75203719417E-4	1.6812566015E-4	0.644573210512	0.724587810062
884.0	3.49414719654E-6	7.02779221666E-8	2.85826266273E-4	1.69359917597E-4	0.645097630133	0.724688197903
886.0	3.58428853177E-6	7.04160500297E-8	2.95882522511E-4	1.69956041548E-4	0.645465195084	0.724794817082
888.0	3.6673366639E-6	7.04170473317E-8	3.06164531669E-4	1.71621938679E-4	0.645733744982	0.724773635389
890.0	3.75945053642E-6	7.04195970633E-8	3.15153764148E-4	1.7333042475E-4	0.646154133303	0.724844232521
892.0	3.82152697952E-6	7.04244112584E-8	3.20741142147E-4	1.73189865656E-4	0.646833611359	0.725091089646
894.0	3.86700144475E-6	7.04310652298E-8	3.31097821077E-4	1.73848072419E-4	0.648103004626	0.725486582043
896.0	3.90632728511E-6	7.06388783037E-8	3.50910741579E-4	1.74966139482E-4	0.649141787268	0.725811659301
898.0	3.95099182569E-6	7.08580906567E-8	3.74413827025E-4	1.75458165988E-4	0.64983864524	0.725861921389
900.0	4.02396425848E-6	7.08768457655E-8	3.89609161751E-4	1.75535704789E-4	0.650619661293	0.72599777058
902.0	4.15238131012E-6	7.0879802962E-8	4.04095688999E-4	1.75676428024E-4	0.651269895486	0.726122153351
904.0	4.3016711662E-6	7.08807277994E-8	4.16220128518E-4	1.75858577942E-4	0.651678648128	0.726184770189
906.0	4.41287765193E-6	7.08816887738E-8	4.28916471521E-4	1.75982599726E-4	0.652229080219	0.726778640836
908.0	4.52046963557E-6	7.08901777403E-8	4.42246923712E-4	1.77546616807E-4	0.652573640875	0.727117969291
910.0	4.63943020761E-6	7.08988448281E-8	4.57288659275E-4	1.7956035283E-4	0.652913215081	0.727579799868
912.0	4.70589747339E-6	7.09214927402E-8	4.75295781063E-4	1.82063683829E-4	0.653376433929	0.727787675868
914.0	4.77558081256E-6	7.1986706765E-8	4.85185861018E-4	1.83820739403E-4	0.653954130378	0.728131424808
916.0	4.82502192642E-6	7.30846037201E-8	5.07804521575E-4	1.84405355833E-4	0.654874099418	0.728724833961
918.0	4.87035668498E-6	7.31456115557E-8	5.46013564843E-4	1.84938803934E-4	0.655682100182	0.729090854954
920.0	4.92865939866E-6	7.31639930529E-8	5.81482261928E-4	1.85427522097E-4	0.657199343063	0.72938134823
922.0	4.99979395481E-6	7.31831469513E-8	6.02690043644E-4	1.85920248516E-4	0.658100562979	0.729863516999
924.0	5.08956868515E-6	7.40832800653E-8	6.2742739871E-4	1.88075362699E-4	0.658954064373	0.730221638479
926.0	5.21112533924E-6	7.49770252003E-8	6.39458906649E-4	1.93568095373E-4	0.659447969248	0.730459621948
928.0	5.3511007062E-6	7.49776656433E-8	6.59982358452E-4	1.97012137521E-4	0.660167066003	0.73098978837
930.0	5.44893579968E-6	7.4977786914E-8	6.81397141286E-4	2.03183488917E-4	0.660509626399	0.730986090677
932.0	5.55560994209E-6	7.49782002984E-8	6.94503945796E-4	2.03872742115E-4	0.660903543936	0.731093838262
934.0	5.62242943677E-6	7.50551275077E-8	7.26032727465E-4	2.05385394291E-4	0.661378253616	0.731243050332
936.0	5.67657827806E-6	7.5849443356E-8	7.41288950216E-4	2.06475140888E-4	0.662060843938	0.731981874544
938.0	5.73133045396E-6	7.65641843091E-8	7.62284849529E-4	2.06842500365E-4	0.663655100162	0.732847872951
940.0	5.78003515401E-6	7.65797795233E-8	8.14403113293E-4	2.07155570074E-4	0.665170546177	0.736353941015
942.0	5.82913931827E-6	7.67722316013E-8	8.59325467511E-4	2.07233878177E-4	0.666104469058	0.736930580312
944.0	5.90594421802E-6	7.69537664153E-8	8.87137247916E-4	2.07335047808E-4	0.666728814474	0.738490591934
946.0	6.04742703437E-6	7.69596305988E-8	9.14297447631E-4	2.07917743301E-4	0.667160244871	0.738951677543
948.0	6.18474070583E-6	7.9304580319E-8	9.28215290975E-4	2.0981506747E-4	0.667676272326	0.739468442912
950.0	6.31241533335E-6	8.30722345038E-8	9.49020108738E-4	2.12368125595E-4	0.668142077039	0.739986206517
952.0	6.44788552593E-6	8.4636042007E-8	9.74529963428E-4	2.12915515096E-4	0.668673029856	0.739938941919
954.0	6.55587240896E-6	8.47821488925E-8	9.90238191716E-4	2.16864609842E-4	0.668975193393	0.739975166454
956.0	6.65683349125E-6	8.47922520603E-8	0.00102153992902	2.17244563328E-4	0.669647387013	0.739970084799
958.0	6.75818771105E-6	8.57063736016E-8	0.00104210657265	2.18186921284E-4	0.670345354272	0.74003205267
960.0	6.82595797226E-6	8.66161132387E-8	0.00106871421577	2.19052651144E-4	0.671346649903	0.741084909155
962.0	6.89932100369E-6	8.90156456722E-8	0.00112597332219	2.19377865108E-4	0.672737585526	0.742084998798
964.0	6.97287833224E-6	9.154086592E-8	0.00118006298945	2.19832029487E-4	0.67399690104	0.742354883442
966.0	7.04402451541E-6	9.16822350107E-8	0.00121342817836	2.2048517371E-4	0.674607377288	0.742907445748
968.0	7.20829559953E-6	9.20210426544E-8	0.00124466338151	2.22014743869E-4	0.675332984662	0.743059147882
970.0	7.44557365815E-6	9.23543025782E-8	0.00126220608381	2.24421388647E-4	0.675747576045	0.743495876411
972.0	7.69937138802E-6	9.23564030324E-8	0.00128417458374	2.24943896365E-4	0.676244571012	0.74385006301
974.0	7.90128815443E-6	9.23591895261E-8	0.00130960319022	2.27018899008E-4	0.676802113359	0.743953390884
976.0	8.09253009291E-6	9.23909939646E-8	0.00132601485198	2.27678414345E-4	0.67704376508	0.744020276219
978.0	8.22934530155E-6	9.25652327119E-8	0.00136021017167	2.27812072578E-4	0.677745061711	0.744302656995
980.0	8.36440076769E-6	9.49614270587E-8	0.00137853565478	2.28744799726E-4	0.678780317857	0.74440698286
982.0	8.45697665995E-6	9.72049541576E-8	0.00141435017344	2.29412272805E-4	0.679654830068	0.744483865747
984.0	8.5252562129E-6	9.7207021203E-8	0.0015026912597	2.29859744295E-4	0.680372440719	0.744832333584
986.0	8.61521524717E-6	9.73936493583E-8	0.00157921964126	2.3017870543E-4	0.681226927958	0.745051427829
988.0	8.76081948498E-6	9.75804720327E-8	0.00163134737328	2.30382637726E-4	0.681790828838	0.745103843535
990.0	8.9908966264E-6	9.75821467729E-8	0.00167913463342	2.31310423695E-4	0.682301116866	0.745358655407
992.0	9.21637354806E-6	9.75835464735E-8	0.00171248519118	2.34296151176E-4	0.682694505685	0.745547199898
994.0	9.43413092686E-6	9.75879775674E-8	0.00174617826876	2.34670729384E-4	0.683044457855	0.745631409239
